WINDING,hole,1,478282.5276,6772280.8763,210.0000,478282.5276,6772280.8763,198.5000,229.0000,Production,WINDING:::1,0,red
WINDING,hole,2,478286.5509,6772276.4497,210.0000,478286.5509,6772276.4497,198.5000,229.0000,Production,WINDING:::2,0,red
WINDING,hole,3,478289.4966,6772271.2485,210.0000,478289.4966,6772271.2485,198.5000,229.0000,Production,WINDING:::3,0,red
WINDING,hole,4,478291.1276,6772265.4997,210.0000,478291.1276,6772265.4997,198.5000,229.0000,Production,WINDING:::4,0,red
WINDING,hole,5,478291.2652,6772259.5226,210.0000,478291.2652,6772259.5226,198.5000,229.0000,Production,WINDING:::5,0,red
WINDING,hole,6,478290.0808,6772253.6620,210.0000,478290.0808,6772253.6620,198.5000,229.0000,Production,WINDING:::6,0,red
WINDING,hole,7,478288.7974,6772247.8055,210.0000,478288.7974,6772247.8055,198.5000,229.0000,Production,WINDING:::7,0,red
WINDING,hole,8,478288.6413,6772241.8283,210.0000,478288.6413,6772241.8283,198.5000,229.0000,Production,WINDING:::8,0,red
WINDING,hole,9,478289.8075,6772235.9646,210.0000,478289.8075,6772235.9646,198.5000,229.0000,Production,WINDING:::9,0,red
WINDING,hole,10,478296.3388,6772233.5383,210.0000,478296.3388,6772233.5383,198.5000,229.0000,Production,WINDING:::10,0,red
WINDING,hole,11,478294.1437,6772239.1001,210.0000,478294.1437,6772239.1001,198.5000,229.0000,Production,WINDING:::11,0,red
WINDING,hole,12,478293.5741,6772245.0348,210.0000,478293.5741,6772245.0348,198.5000,229.0000,Production,WINDING:::12,0,red
WINDING,hole,13,478294.5701,6772250.9380,210.0000,478294.5701,6772250.9380,198.5000,229.0000,Production,WINDING:::13,0,red
WINDING,hole,14,478296.0418,6772256.7508,210.0000,478296.0418,6772256.7508,198.5000,229.0000,Production,WINDING:::14,0,red
WINDING,hole,15,478296.3893,6772262.7279,210.0000,478296.3893,6772262.7279,198.5000,229.0000,Production,WINDING:::15,0,red
WINDING,hole,16,478295.5618,6772268.6514,210.0000,478295.5618,6772268.6514,198.5000,229.0000,Production,WINDING:::16,0,red
WINDING,hole,17,478293.5926,6772274.2955,210.0000,478293.5926,6772274.2955,198.5000,229.0000,Production,WINDING:::17,0,red
WINDING,hole,18,478290.5575,6772279.4449,210.0000,478290.5575,6772279.4449,198.5000,229.0000,Production,WINDING:::18,0,red
WINDING,hole,19,478296.8018,6772279.2443,210.0000,478296.8018,6772279.2443,198.5000,229.0000,Production,WINDING:::19,0,red
WINDING,hole,20,478299.3376,6772273.8065,210.0000,478299.3376,6772273.8065,198.5000,229.0000,Production,WINDING:::20,0,red
WINDING,hole,21,478300.9081,6772268.0173,210.0000,478300.9081,6772268.0173,198.5000,229.0000,Production,WINDING:::21,0,red
WINDING,hole,22,478301.4680,6772262.0467,210.0000,478301.4680,6772262.0467,198.5000,229.0000,Production,WINDING:::22,0,red
WINDING,hole,23,478301.0013,6772256.0695,210.0000,478301.0013,6772256.0695,198.5000,229.0000,Production,WINDING:::23,0,red
WINDING,hole,24,478299.5423,6772250.2560,210.0000,478299.5423,6772250.2560,198.5000,229.0000,Production,WINDING:::24,0,red
WINDING,hole,25,478298.5337,6772244.3547,210.0000,478298.5337,6772244.3547,198.5000,229.0000,Production,WINDING:::25,0,red
WINDING,hole,26,478299.5475,6772238.4882,210.0000,478299.5475,6772238.4882,198.5000,229.0000,Production,WINDING:::26,0,red
WINDING,hole,27,478305.4019,6772237.7645,210.0000,478305.4019,6772237.7645,198.5000,229.0000,Production,WINDING:::27,0,red
WINDING,hole,28,478303.5598,6772243.4154,210.0000,478303.5598,6772243.4154,198.5000,229.0000,Production,WINDING:::28,0,red
WINDING,hole,29,478304.4570,6772249.3202,210.0000,478304.4570,6772249.3202,198.5000,229.0000,Production,WINDING:::29,0,red
WINDING,hole,30,478305.9381,6772255.1291,210.0000,478305.9381,6772255.1291,198.5000,229.0000,Production,WINDING:::30,0,red
WINDING,hole,31,478306.4610,6772261.1062,210.0000,478306.4610,6772261.1062,198.5000,229.0000,Production,WINDING:::31,0,red
WINDING,hole,32,478306.0464,6772267.0834,210.0000,478306.0464,6772267.0834,198.5000,229.0000,Production,WINDING:::32,0,red
WINDING,hole,33,478304.7688,6772272.9275,210.0000,478304.7688,6772272.9275,198.5000,229.0000,Production,WINDING:::33,0,red
WINDING,hole,34,478302.6567,6772278.5195,210.0000,478302.6567,6772278.5195,198.5000,229.0000,Production,WINDING:::34,0,red
