Blast,Hole ID,StartX,StartY,StartZ,EndX,EndY,EndZ,Burden,Spacing,Diameter,Length,Angle,Bearing,Subdrill,Time,Measured Length,Measured Mass
S4_226_401_V1,202,478283.907,6772177.700,238.195,478283.907,6772177.700,222.395,3.6,3,165,15.8,0,0,0,1341,15.8,311
S4_226_401_V1,203,478281.676,6772175.694,238.115,478281.676,6772175.694,222.015,3.6,3,165,16.1,0,0,0,1395,16.1,319
S4_226_401_V1,204,478279.445,6772173.688,238.157,478279.445,6772173.688,221.757,3.6,3,165,16.4,0,0,0,1449,16.4,326
S4_226_401_V1,205,478331.327,6772117.055,237.176,478331.327,6772117.055,230.476,4.5,5,229,6.7,0,128.971,1.5,1393,6.7,183
S4_226_401_V1,206,478334.471,6772120.942,237.306,478334.471,6772120.942,230.006,4.5,5,229,7.3,0,128.971,1.5,1316,7.3,213
S4_226_401_V1,207,478337.616,6772124.829,237.433,478337.616,6772124.829,229.533,4.5,5,229,7.9,0,128.971,1.5,1240,7.9,245
S4_226_401_V1,208,478340.761,6772128.716,237.499,478340.761,6772128.716,228.999,4.5,5,229,8.5,0,128.971,1.5,1164,8.5,277
S4_226_401_V1,209,478344.008,6772132.518,237.635,478344.008,6772132.518,228.535,4.5,5,229,9.1,0,130.523,1.5,1124,9.1,270
S4_226_401_V1,210,478347.257,6772136.319,237.861,478347.257,6772136.319,228.061,4.5,5,229,9.8,0,130.523,1.5,1199,9.8,307
S4_226_401_V1,211,478350.506,6772140.120,237.887,478350.506,6772140.120,227.487,4.5,5,229,10.4,0,130.523,1.5,1274,10.4,340
S4_226_401_V1,212,478353.754,6772143.920,237.947,478353.754,6772143.920,227.047,4.5,5,229,10.9,0,130.523,1.5,1349,10.9,365
S4_226_401_V1,213,478357.050,6772147.680,237.987,478357.050,6772147.680,226.587,4.5,5,229,11.4,0,132.752,1.5,1425,11.4,391
S4_226_401_V1,214,478360.445,6772151.352,238.011,478360.445,6772151.352,226.111,4.5,5,229,11.9,0,132.752,1.5,1502,11.9,416
S4_226_401_V1,215,478363.861,6772155.026,238.213,478363.861,6772155.026,225.613,4.5,5,229,12.6,0,132.752,1.5,1579,12.6,455
S4_226_401_V1,216,478367.050,6772158.856,238.273,478367.050,6772158.856,225.173,4.5,5,229,13.1,0,128.853,1.5,1653,13.1,481
S4_226_401_V1,217,478370.163,6772162.768,238.098,478370.163,6772162.768,224.698,4.5,5,229,13.4,0,127.465,1.5,1726,13.4,496
S4_226_401_V1,218,478373.315,6772166.650,238.095,478373.315,6772166.650,224.495,4.5,5,229,13.6,0,130.416,1.5,1800,13.6,506
S4_226_401_V1,219,478376.556,6772170.457,237.941,478376.556,6772170.457,224.541,4.5,5,229,13.4,0,130.405,1.5,1875,13.4,496
S4_226_401_V1,220,478379.776,6772174.282,237.880,478379.776,6772174.282,224.480,4.5,5,229,13.4,0,125.707,1.5,1950,13.4,496
S4_226_401_V1,221,478382.694,6772178.342,237.812,478382.694,6772178.342,224.512,4.5,5,229,13.3,0,125.707,1.5,2021,13.3,491
S4_226_401_V1,222,478385.583,6772182.423,237.814,478385.583,6772182.423,224.514,4.5,5,229,13.3,0,125.023,1.5,2091,13.3,491
S4_226_401_V1,223,478388.283,6772186.276,237.847,478388.283,6772186.276,224.547,4.5,5,229,13.3,0,125.023,1.5,2157,13.3,491
S4_226_401_V1,224,478385.692,6772190.420,237.923,478385.692,6772190.420,224.523,4.5,5,229,13.4,0,125.023,1.5,2137,13.4,496
S4_226_401_V1,225,478383.182,6772186.793,237.951,478383.182,6772186.793,224.451,4.5,5,229,13.5,0,125.023,1.5,2076,13.5,501
S4_226_401_V1,226,478380.649,6772183.224,237.922,478380.649,6772183.224,224.522,4.5,5,229,13.4,0,125.023,1.5,2014,13.4,496
S4_226_401_V1,227,478377.739,6772179.158,237.902,478377.739,6772179.158,224.502,4.5,5,229,13.4,0,125.707,1.5,1943,13.4,496
S4_226_401_V1,228,478374.684,6772175.200,237.933,478374.684,6772175.200,224.533,4.5,5,229,13.4,0,130.405,1.5,1870,13.4,496
S4_226_401_V1,229,478371.443,6772171.393,237.958,478371.443,6772171.393,224.458,4.5,5,229,13.5,0,130.405,1.5,1795,13.5,501
S4_226_401_V1,230,478368.201,6772167.586,238.102,478368.201,6772167.586,224.502,4.5,5,229,13.6,0,130.416,1.5,1720,13.6,506
S4_226_401_V1,231,478365.128,6772163.642,238.128,478365.128,6772163.642,225.028,4.5,5,229,13.1,0,128.853,1.5,1648,13.1,481
S4_226_401_V1,232,478361.991,6772159.748,238.108,478361.991,6772159.748,225.408,4.5,5,229,12.7,0,128.853,1.5,1574,12.7,460
S4_226_401_V1,233,478358.644,6772156.034,238.105,478358.644,6772156.034,225.905,4.5,5,229,12.2,0,132.752,1.5,1498,12.2,435
S4_226_401_V1,234,478355.250,6772152.362,237.986,478355.250,6772152.362,226.386,4.5,5,229,11.6,0,132.752,1.5,1421,11.6,401
S4_226_401_V1,235,478351.887,6772148.662,238.089,478351.887,6772148.662,226.789,4.5,5,229,11.3,0,130.523,1.5,1345,11.3,386
S4_226_401_V1,236,478348.639,6772144.861,237.965,478348.639,6772144.861,227.265,4.5,5,229,10.7,0,130.523,1.5,1270,10.7,355
S4_226_401_V1,237,478345.390,6772141.060,237.862,478345.390,6772141.060,227.762,4.5,5,229,10.1,0,130.523,1.5,1195,10.1,322
S4_226_401_V1,238,478342.141,6772137.260,237.724,478342.141,6772137.260,228.324,4.5,5,229,9.4,0,130.523,1.5,1120,9.4,287
S4_226_401_V1,239,478338.892,6772133.459,237.693,478338.892,6772133.459,228.793,4.5,5,229,8.9,0,130.523,1.5,1088,8.9,260
S4_226_401_V1,240,478335.698,6772129.613,237.577,478335.698,6772129.613,229.277,4.5,5,229,8.3,0,128.971,1.5,1163,8.3,265
S4_226_401_V1,241,478332.553,6772125.725,237.498,478332.553,6772125.725,229.798,4.5,5,229,7.7,0,128.971,1.5,1240,7.7,235
S4_226_401_V1,242,478329.408,6772121.838,237.357,478329.408,6772121.838,230.257,4.5,5,229,7.1,0,128.971,1.5,1316,7.1,203
S4_226_401_V1,243,478326.264,6772117.951,237.312,478326.264,6772117.951,230.812,4.5,5,229,6.5,0,128.971,1.5,1392,6.5,173
S4_226_401_V1,244,478324.330,6772122.715,237.527,478324.330,6772122.715,230.527,4.5,5,229,7,0,128.971,1.5,1315,7,198
S4_226_401_V1,245,478327.474,6772126.602,237.582,478327.474,6772126.602,230.082,4.5,5,229,7.5,0,128.971,1.5,1239,7.5,225
S4_226_401_V1,246,478330.619,6772130.490,237.714,478330.619,6772130.490,229.514,4.5,5,229,8.2,0,128.971,1.5,1163,8.2,260
S4_226_401_V1,247,478333.764,6772134.377,237.714,478333.764,6772134.377,229.114,4.5,5,229,8.6,0,128.971,1.5,1087,8.6,282
S4_226_401_V1,248,478337.008,6772138.181,237.823,478337.008,6772138.181,228.623,4.5,5,229,9.2,0,130.523,1.5,1040,9.2,275
S4_226_401_V1,249,478340.257,6772141.982,237.925,478340.257,6772141.982,228.125,4.5,5,229,9.8,0,130.523,1.5,1115,9.8,307
S4_226_401_V1,250,478343.506,6772145.782,237.981,478343.506,6772145.782,227.581,4.5,5,229,10.4,0,130.523,1.5,1190,10.4,340
S4_226_401_V1,251,478346.755,6772149.583,237.967,478346.755,6772149.583,227.067,4.5,5,229,10.9,0,130.523,1.5,1265,10.9,365
S4_226_401_V1,252,478350.038,6772153.354,237.999,478350.038,6772153.354,226.599,4.5,5,229,11.4,0,132.752,1.5,1340,11.4,391
S4_226_401_V1,253,478353.433,6772157.025,238.024,478353.433,6772157.025,226.124,4.5,5,229,11.9,0,132.752,1.5,1417,11.9,416
S4_226_401_V1,254,478356.827,6772160.697,238.046,478356.827,6772160.697,225.646,4.5,5,229,12.4,0,132.752,1.5,1494,12.4,445
S4_226_401_V1,255,478360.053,6772164.516,238.081,478360.053,6772164.516,225.281,4.5,5,229,12.8,0,128.853,1.5,1568,12.8,465
S4_226_401_V1,256,478363.164,6772168.431,238.133,478363.164,6772168.431,224.733,4.5,5,229,13.4,0,127.465,1.5,1642,13.4,496
S4_226_401_V1,257,478366.316,6772172.312,238.082,478366.316,6772172.312,224.482,4.5,5,229,13.6,0,130.416,1.5,1715,13.6,506
S4_226_401_V1,258,478369.557,6772176.119,237.983,478369.557,6772176.119,224.483,4.5,5,229,13.5,0,130.405,1.5,1790,13.5,501
S4_226_401_V1,259,478372.768,6772179.952,237.904,478372.768,6772179.952,224.504,4.5,5,229,13.4,0,125.707,1.5,1865,13.4,496
S4_226_401_V1,260,478375.686,6772184.012,238.059,478375.686,6772184.012,224.459,4.5,5,229,13.6,0,125.707,1.5,1936,13.6,506
S4_226_401_V1,261,478378.569,6772188.097,238.111,478378.569,6772188.097,224.511,4.5,5,229,13.6,0,125.023,1.5,2010,13.6,506
S4_226_401_V1,262,478380.856,6772191.322,238.015,478380.856,6772191.322,224.515,4.5,5,229,13.5,0,125.023,1.5,2073,13.5,501
S4_226_401_V1,263,478383.101,6772194.563,238.032,478383.101,6772194.563,224.532,4.5,5,229,13.5,0,125.023,1.5,2135,13.5,501
S4_226_401_V1,264,478380.601,6772198.560,238.180,478380.601,6772198.560,224.480,4.5,5,229,13.7,0,125.707,1.5,2197,13.7,511
S4_226_401_V1,265,478378.613,6772195.693,238.104,478378.613,6772195.693,224.504,4.5,5,229,13.6,0,125.707,1.5,2141,13.6,506
S4_226_401_V1,266,478376.566,6772192.947,238.165,478376.566,6772192.947,224.465,4.5,5,229,13.7,0,125.707,1.5,2088,13.7,511
S4_226_401_V1,267,478373.648,6772188.887,238.187,478373.648,6772188.887,224.487,4.5,5,229,13.7,0,125.707,1.5,2010,13.7,511
S4_226_401_V1,268,478370.730,6772184.827,237.988,478370.730,6772184.827,224.488,4.5,5,229,13.5,0,125.707,1.5,1931,13.5,501
S4_226_401_V1,269,478367.684,6772180.862,237.877,478367.684,6772180.862,224.477,4.5,5,229,13.4,0,130.405,1.5,1854,13.4,496
S4_226_401_V1,270,478364.443,6772177.054,238.050,478364.443,6772177.054,224.550,4.5,5,229,13.5,0,130.416,1.5,1779,13.5,501
S4_226_401_V1,271,478361.202,6772173.248,238.165,478361.202,6772173.248,224.565,4.5,5,229,13.6,0,130.416,1.5,1704,13.6,506
S4_226_401_V1,272,478358.130,6772169.302,238.129,478358.130,6772169.302,225.029,4.5,5,229,13.1,0,128.853,1.5,1627,13.1,481
S4_226_401_V1,273,478354.994,6772165.408,238.100,478354.994,6772165.408,225.500,4.5,5,229,12.6,0,128.853,1.5,1550,12.6,455
S4_226_401_V1,274,478351.632,6772161.707,237.997,478351.632,6772161.707,225.997,4.5,5,229,12,0,132.752,1.5,1477,12,421
S4_226_401_V1,275,478348.238,6772158.035,237.946,478348.238,6772158.035,226.446,4.5,5,229,11.5,0,132.752,1.5,1403,11.5,396
S4_226_401_V1,276,478344.888,6772154.324,237.948,478344.888,6772154.324,226.948,4.5,5,229,11,0,130.523,1.5,1330,11,370
S4_226_401_V1,277,478341.639,6772150.523,237.915,478341.639,6772150.523,227.415,4.5,5,229,10.5,0,130.523,1.5,1255,10.5,345
S4_226_401_V1,278,478338.390,6772146.723,237.962,478338.390,6772146.723,227.862,4.5,5,229,10.1,0,130.523,1.5,1180,10.1,322
S4_226_401_V1,279,478335.141,6772142.922,237.880,478335.141,6772142.922,228.380,4.5,5,229,9.5,0,130.523,1.5,1105,9.5,292
S4_226_401_V1,280,478331.892,6772139.121,237.838,478331.892,6772139.121,228.838,4.5,5,229,9,0,130.523,1.5,1080,9,265
S4_226_401_V1,281,478328.700,6772135.273,237.763,478328.700,6772135.273,229.363,4.5,5,229,8.4,0,128.971,1.5,1154,8.4,270
S4_226_401_V1,282,478325.556,6772131.386,237.794,478325.556,6772131.386,229.794,4.5,5,229,8,0,128.971,1.5,1228,8,250
S4_226_401_V1,283,478322.411,6772127.498,237.672,478322.411,6772127.498,230.272,4.5,5,229,7.4,0,128.971,1.5,1302,7.4,218
S4_226_401_V1,284,478319.266,6772123.611,237.422,478319.266,6772123.611,230.822,4.5,5,229,6.6,0,128.971,1.5,1376,6.6,178
S4_226_401_V1,285,478317.332,6772128.375,237.525,478317.332,6772128.375,230.525,4.5,5,229,7,0,128.971,1.5,1381,7,198
S4_226_401_V1,286,478320.477,6772132.263,237.740,478320.477,6772132.263,230.140,4.5,5,229,7.6,0,128.971,1.5,1307,7.6,230
S4_226_401_V1,287,478323.622,6772136.150,237.844,478323.622,6772136.150,229.644,4.5,5,229,8.2,0,128.971,1.5,1234,8.2,260
S4_226_401_V1,288,478326.766,6772140.037,237.867,478326.766,6772140.037,229.167,4.5,5,229,8.7,0,128.971,1.5,1160,8.7,287
S4_226_401_V1,289,478330.009,6772143.843,237.867,478330.009,6772143.843,228.667,4.5,5,229,9.2,0,130.523,1.5,1106,9.2,275
S4_226_401_V1,290,478333.258,6772147.644,237.975,478333.258,6772147.644,228.175,4.5,5,229,9.8,0,130.523,1.5,1181,9.8,307
S4_226_401_V1,291,478336.506,6772151.445,237.985,478336.506,6772151.445,227.685,4.5,5,229,10.3,0,130.523,1.5,1256,10.3,335
S4_226_401_V1,292,478339.755,6772155.245,237.978,478339.755,6772155.245,227.178,4.5,5,229,10.8,0,130.523,1.5,1331,10.8,360
S4_226_401_V1,293,478343.026,6772159.027,238.050,478343.026,6772159.027,226.750,4.5,5,229,11.3,0,132.752,1.5,1405,11.3,386
S4_226_401_V1,294,478346.421,6772162.698,238.108,478346.421,6772162.698,226.208,4.5,5,229,11.9,0,132.752,1.5,1479,11.9,416
S4_226_401_V1,295,478349.815,6772166.370,238.117,478349.815,6772166.370,225.717,4.5,5,229,12.4,0,132.752,1.5,1552,12.4,445
S4_226_401_V1,296,478353.056,6772170.177,238.154,478353.056,6772170.177,225.254,4.5,5,229,12.9,0,128.853,1.5,1627,12.9,470
S4_226_401_V1,297,478356.165,6772174.093,238.199,478356.165,6772174.093,224.799,4.5,5,229,13.4,0,127.465,1.5,1704,13.4,496
S4_226_401_V1,298,478359.316,6772177.975,238.197,478359.316,6772177.975,224.497,4.5,5,229,13.7,0,130.416,1.5,1780,13.7,511
S4_226_401_V1,299,478362.492,6772181.845,238.091,478362.492,6772181.845,224.491,4.5,5,229,13.6,0,130.405,1.5,1856,13.6,506
S4_226_401_V1,300,478365.774,6772185.610,238.039,478365.774,6772185.610,224.539,4.5,5,229,13.5,0,127.48,1.5,1930,13.5,501
S4_226_401_V1,301,478368.817,6772189.578,238.154,478368.817,6772189.578,224.454,4.5,5,229,13.7,0,127.48,1.5,2008,13.7,511
S4_226_401_V1,302,478371.859,6772193.545,238.311,478371.859,6772193.545,224.511,4.5,5,229,13.8,0,127.48,1.5,2085,13.8,516
S4_226_401_V1,303,478374.902,6772197.513,238.281,478374.902,6772197.513,224.481,4.5,5,229,13.8,0,127.48,1.5,2162,13.8,516
S4_226_401_V1,304,478378.401,6772202.077,238.168,478378.401,6772202.077,224.468,4.5,5,229,13.7,0,127.48,1.5,2251,13.7,511
S4_226_401_V1,305,478376.201,6772205.594,238.279,478376.201,6772205.594,224.479,4.5,5,229,13.8,0,129.337,1.5,2305,13.8,516
S4_226_401_V1,306,478373.123,6772201.884,238.434,478373.123,6772201.884,224.534,4.5,5,229,13.9,0,129.337,1.5,2232,13.9,521
S4_226_401_V1,307,478370.126,6772198.181,238.372,478370.126,6772198.181,224.472,4.5,5,229,13.9,0,129.337,1.5,2160,13.9,521
S4_226_401_V1,308,478366.956,6772194.314,238.284,478366.956,6772194.314,224.484,4.5,5,229,13.8,0,129.337,1.5,2084,13.8,516
S4_226_401_V1,309,478363.787,6772190.447,238.082,478363.787,6772190.447,224.482,4.5,5,229,13.6,0,129.337,1.5,2008,13.6,506
S4_226_401_V1,310,478360.618,6772186.580,238.171,478360.618,6772186.580,224.471,4.5,5,229,13.7,0,129.337,1.5,1932,13.7,511
S4_226_401_V1,311,478357.444,6772182.716,238.191,478357.444,6772182.716,224.491,4.5,5,229,13.7,0,130.416,1.5,1856,13.7,511
S4_226_401_V1,312,478354.202,6772178.909,238.294,478354.202,6772178.909,224.594,4.5,5,229,13.7,0,130.416,1.5,1781,13.7,511
S4_226_401_V1,313,478351.133,6772174.962,238.161,478351.133,6772174.962,225.061,4.5,5,229,13.1,0,128.853,1.5,1704,13.1,481
S4_226_401_V1,314,478347.996,6772171.069,238.153,478347.996,6772171.069,225.553,4.5,5,229,12.6,0,128.853,1.5,1628,12.6,455
S4_226_401_V1,315,478344.645,6772167.344,238.169,478344.645,6772167.344,226.069,4.5,5,229,12.1,0,132.752,1.5,1554,12.1,426
S4_226_401_V1,316,478341.226,6772163.709,238.115,478341.226,6772163.709,226.515,4.5,5,229,11.6,0,132.752,1.5,1481,11.6,401
S4_226_401_V1,317,478337.888,6772159.986,238.041,478337.888,6772159.986,227.041,4.5,5,229,11,0,130.523,1.5,1407,11,370
S4_226_401_V1,318,478334.639,6772156.186,238.025,478334.639,6772156.186,227.525,4.5,5,229,10.5,0,130.523,1.5,1332,10.5,345
S4_226_401_V1,319,478331.390,6772152.385,238.039,478331.390,6772152.385,227.939,4.5,5,229,10.1,0,130.523,1.5,1257,10.1,322
S4_226_401_V1,320,478328.141,6772148.584,237.942,478328.141,6772148.584,228.442,4.5,5,229,9.5,0,130.523,1.5,1182,9.5,292
S4_226_401_V1,321,478324.893,6772144.784,237.949,478324.893,6772144.784,228.949,4.5,5,229,9,0,130.523,1.5,1165,9,265
S4_226_401_V1,322,478321.703,6772140.933,237.924,478321.703,6772140.933,229.424,4.5,5,229,8.5,0,128.971,1.5,1239,8.5,277
S4_226_401_V1,323,478318.558,6772137.046,237.816,478318.558,6772137.046,229.916,4.5,5,229,7.9,0,128.971,1.5,1313,7.9,245
S4_226_401_V1,324,478315.414,6772133.158,237.660,478315.414,6772133.158,230.360,4.5,5,229,7.3,0,128.971,1.5,1386,7.3,213
S4_226_401_V1,325,478312.269,6772129.271,237.526,478312.269,6772129.271,230.826,4.5,5,229,6.7,0,128.971,1.5,1460,6.7,183
S4_226_401_V1,326,478310.335,6772134.036,237.717,478310.335,6772134.036,230.617,4.5,5,229,7.1,0,128.971,1.5,1506,7.1,203
S4_226_401_V1,327,478313.480,6772137.923,237.758,478313.480,6772137.923,230.158,4.5,5,229,7.6,0,128.971,1.5,1432,7.6,230
S4_226_401_V1,328,478316.625,6772141.810,237.877,478316.625,6772141.810,229.677,4.5,5,229,8.2,0,128.971,1.5,1358,8.2,260
S4_226_401_V1,329,478319.769,6772145.698,238.044,478319.769,6772145.698,229.244,4.5,5,229,8.8,0,128.971,1.5,1285,8.8,292
S4_226_401_V1,330,478323.009,6772149.506,238.028,478323.009,6772149.506,228.728,4.5,5,229,9.3,0,130.523,1.5,1223,9.3,282
S4_226_401_V1,331,478326.258,6772153.307,238.018,478326.258,6772153.307,228.218,4.5,5,229,9.8,0,130.523,1.5,1298,9.8,307
S4_226_401_V1,332,478329.507,6772157.107,238.066,478329.507,6772157.107,227.766,4.5,5,229,10.3,0,130.523,1.5,1373,10.3,335
S4_226_401_V1,333,478332.755,6772160.908,238.111,478332.755,6772160.908,227.311,4.5,5,229,10.8,0,130.523,1.5,1448,10.8,360
S4_226_401_V1,334,478336.014,6772164.700,238.106,478336.014,6772164.700,226.806,4.5,5,229,11.3,0,132.752,1.5,1523,11.3,386
S4_226_401_V1,335,478339.409,6772168.371,238.191,478339.409,6772168.371,226.291,4.5,5,229,11.9,0,132.752,1.5,1596,11.9,416
S4_226_401_V1,336,478342.803,6772172.043,238.212,478342.803,6772172.043,225.812,4.5,5,229,12.4,0,132.752,1.5,1669,12.4,445
S4_226_401_V1,337,478346.059,6772175.837,238.272,478346.059,6772175.837,225.372,4.5,5,229,12.9,0,128.853,1.5,1744,12.9,470
S4_226_401_V1,338,478349.165,6772179.755,238.354,478349.165,6772179.755,224.854,4.5,5,229,13.5,0,127.465,1.5,1821,13.5,501
S4_226_401_V1,339,478352.317,6772183.637,238.377,478352.317,6772183.637,224.477,4.5,5,229,13.9,0,130.416,1.5,1897,13.9,521
S4_226_401_V1,340,478355.558,6772187.444,238.279,478355.558,6772187.444,224.479,4.5,5,229,13.8,0,130.405,1.5,1972,13.8,516
S4_226_401_V1,341,478358.799,6772191.251,238.264,478358.799,6772191.251,224.464,4.5,5,229,13.8,0,130.405,1.5,2047,13.8,516
S4_226_401_V1,342,478362.040,6772195.059,238.330,478362.040,6772195.059,224.530,4.5,5,229,13.8,0,130.405,1.5,2122,13.8,516
S4_226_401_V1,343,478365.281,6772198.866,238.381,478365.281,6772198.866,224.481,4.5,5,229,13.9,0,130.405,1.5,2197,13.9,521
S4_226_401_V1,344,478368.522,6772202.673,238.380,478368.522,6772202.673,224.480,4.5,5,229,13.9,0,130.405,1.5,2273,13.9,521
S4_226_401_V1,345,478371.262,6772205.874,238.352,478371.262,6772205.874,224.452,4.5,5,229,13.9,0,130.405,1.5,2336,13.9,521
S4_226_401_V1,346,478374.002,6772209.111,238.307,478374.002,6772209.111,224.507,4.5,5,229,13.8,0,130.405,1.5,2405,13.8,516
S4_226_401_V1,347,478295.667,6772154.654,238.140,478295.667,6772154.654,219.940,4.5,5,229,18.2,0,318.04,1.5,1341,18.2,723
S4_226_401_V1,348,478299.385,6772157.997,238.218,478299.385,6772157.997,220.418,4.5,5,229,17.8,0,318.04,1.5,1251,17.8,703
S4_226_401_V1,349,478303.103,6772161.340,238.283,478303.103,6772161.340,220.883,4.5,5,229,17.4,0,318.04,1.5,1161,17.4,683
S4_226_401_V1,350,478306.821,6772164.683,238.248,478306.821,6772164.683,221.348,4.5,5,229,16.9,0,318.04,1.5,1111,16.9,653
S4_226_401_V1,351,478310.539,6772168.026,238.086,478310.539,6772168.026,221.886,4.5,5,229,16.2,0,318.04,1.5,1201,16.2,618
S4_226_401_V1,352,478314.257,6772171.369,238.116,478314.257,6772171.369,222.416,4.5,5,229,15.7,0,318.04,1.5,1291,15.7,594
S4_226_401_V1,353,478317.970,6772174.719,238.175,478317.970,6772174.719,222.875,4.5,5,229,15.3,0,317.407,1.5,1380,15.3,574
S4_226_401_V1,354,478321.650,6772178.103,238.296,478321.650,6772178.103,223.396,4.5,5,229,14.9,0,317.407,1.5,1470,14.9,549
S4_226_401_V1,355,478325.331,6772181.487,238.206,478325.331,6772181.487,223.806,4.5,5,229,14.4,0,317.407,1.5,1559,14.4,525
S4_226_401_V1,356,478329.012,6772184.871,238.271,478329.012,6772184.871,224.371,4.5,5,229,13.9,0,317.407,1.5,1669,13.9,496
S4_226_401_V1,357,478312.686,6772198.931,238.344,478312.686,6772198.931,224.244,4.5,5,229,14.1,0,317.407,1.5,1660,14.1,506
S4_226_401_V1,358,478309.005,6772195.547,238.326,478309.005,6772195.547,223.826,4.5,5,229,14.5,0,317.407,1.5,1570,14.5,530
S4_226_401_V1,359,478305.325,6772192.163,238.786,478305.325,6772192.163,223.386,4.5,5,229,15.4,0,317.407,1.5,1479,15.4,579
S4_226_401_V1,360,478301.630,6772188.794,238.822,478301.630,6772188.794,222.922,4.5,5,229,15.9,0,318.04,1.5,1388,15.9,603
S4_226_401_V1,361,478297.912,6772185.451,238.585,478297.912,6772185.451,222.385,4.5,5,229,16.2,0,318.04,1.5,1298,16.2,618
S4_226_401_V1,362,478294.194,6772182.108,238.452,478294.194,6772182.108,221.852,4.5,5,229,16.6,0,318.04,1.5,1208,16.6,638
S4_226_401_V1,363,478290.476,6772178.765,238.372,478290.476,6772178.765,221.372,4.5,5,229,17,0,318.04,1.5,1177,17,658
S4_226_401_V1,364,478286.758,6772175.422,238.109,478286.758,6772175.422,220.909,4.5,5,229,17.2,0,318.04,1.5,1267,17.2,673
S4_226_401_V1,365,478283.040,6772172.079,238.311,478283.040,6772172.079,220.411,4.5,5,229,17.9,0,318.04,1.5,1357,17.9,708
S4_226_401_V1,366,478290.769,6772156.302,238.028,478290.769,6772156.302,219.728,4.1,5,229,18.3,0,318.04,1.5,1346,18.3,713
S4_226_401_V1,367,478294.487,6772159.645,238.061,478294.487,6772159.645,220.161,4.1,5,229,17.9,0,318.04,1.5,1256,17.9,693
S4_226_401_V1,368,478298.205,6772162.988,238.136,478298.205,6772162.988,220.736,4.1,5,229,17.4,0,318.04,1.5,1166,17.4,663
S4_226_401_V1,369,478301.923,6772166.331,238.166,478301.923,6772166.331,221.166,4.1,5,229,17,0,318.04,1.5,1076,17,643
S4_226_401_V1,370,478305.641,6772169.674,238.251,478305.641,6772169.674,221.651,4.1,5,229,16.6,0,318.04,1.5,1114,16.6,623
S4_226_401_V1,371,478309.359,6772173.017,238.208,478309.359,6772173.017,222.208,4.1,5,229,16,0,318.04,1.5,1204,16,594
S4_226_401_V1,372,478313.077,6772176.360,238.194,478313.077,6772176.360,222.694,4.1,5,229,15.5,0,318.04,1.5,1294,15.5,569
S4_226_401_V1,373,478316.771,6772179.730,238.260,478316.771,6772179.730,223.160,4.1,5,229,15.1,0,317.407,1.5,1384,15.1,545
S4_226_401_V1,374,478320.452,6772183.114,238.252,478320.452,6772183.114,223.652,4.1,5,229,14.6,0,317.407,1.5,1474,14.6,520
S4_226_401_V1,375,478324.133,6772186.498,238.262,478324.133,6772186.498,224.162,4.1,5,229,14.1,0,317.407,1.5,1563,14.1,491
S4_226_401_V1,376,478323.124,6772191.276,238.398,478323.124,6772191.276,224.398,4.1,5,229,14,0,317.407,1.5,1589,14,487
S4_226_401_V1,377,478319.443,6772187.892,238.260,478319.443,6772187.892,223.860,4.1,5,229,14.4,0,317.407,1.5,1479,14.4,506
S4_226_401_V1,378,478315.762,6772184.508,238.209,478315.762,6772184.508,223.409,4.1,5,229,14.8,0,317.407,1.5,1390,14.8,530
S4_226_401_V1,379,478312.082,6772181.124,238.201,478312.082,6772181.124,223.001,4.1,5,229,15.2,0,317.407,1.5,1300,15.2,549
S4_226_401_V1,380,478308.369,6772177.775,238.276,478308.369,6772177.775,222.476,4.1,5,229,15.8,0,318.04,1.5,1211,15.8,584
S4_226_401_V1,381,478304.651,6772174.431,238.214,478304.651,6772174.431,222.014,4.1,5,229,16.2,0,318.04,1.5,1121,16.2,603
S4_226_401_V1,382,478300.933,6772171.088,238.239,478300.933,6772171.088,221.439,4.1,5,229,16.8,0,318.04,1.5,1031,16.8,633
S4_226_401_V1,383,478297.215,6772167.745,238.177,478297.215,6772167.745,220.977,4.1,5,229,17.2,0,318.04,1.5,1084,17.2,653
S4_226_401_V1,384,478293.497,6772164.402,238.029,478293.497,6772164.402,220.529,4.1,5,229,17.5,0,318.04,1.5,1174,17.5,673
S4_226_401_V1,385,478289.779,6772161.059,238.024,478289.779,6772161.059,220.024,4.1,5,229,18,0,318.04,1.5,1264,18,698
S4_226_401_V1,386,478288.928,6772165.674,238.078,478288.928,6772165.674,220.278,4.1,5,229,17.8,0,318.04,1.5,1251,17.8,688
S4_226_401_V1,387,478292.646,6772169.017,238.024,478292.646,6772169.017,220.824,4.1,5,229,17.2,0,318.04,1.5,1161,17.2,653
S4_226_401_V1,388,478296.364,6772172.360,238.112,478296.364,6772172.360,221.312,4.1,5,229,16.8,0,318.04,1.5,1071,16.8,633
S4_226_401_V1,389,478300.082,6772175.703,238.325,478300.082,6772175.703,221.825,4.1,5,229,16.5,0,318.04,1.5,1106,16.5,618
S4_226_401_V1,390,478303.800,6772179.046,238.167,478303.800,6772179.046,222.267,4.1,5,229,15.9,0,318.04,1.5,1196,15.9,589
S4_226_401_V1,391,478307.518,6772182.389,237.998,478307.518,6772182.389,222.798,4.1,5,229,15.2,0,318.04,1.5,1286,15.2,549
S4_226_401_V1,392,478311.213,6772185.758,238.080,478311.213,6772185.758,223.280,4.1,5,229,14.8,0,317.407,1.5,1376,14.8,530
