Layer Name,Hole Name,Collar X,Collar Y,Collar Z,Burden,Spacing,Dip,Bearing,Diameter,Drill Length,Subdrill,Toe X,Toe Y,Toe Z
S5_346_516_V2,193,478779.541,6772562.362,357.752,4.7,5.4,90,51.869,0.229,13.3,1.5,478779.541,6772562.36,344.5
S5_346_516_V2,194,478776.517,6772566.114,357.71,4.7,5.4,90,46.241,0.229,13.2,1.5,478776.517,6772566.11,344.5
S5_346_516_V2,195,478773.264,6772569.585,357.647,4.7,5.4,90,46.241,0.229,13.1,1.5,478773.264,6772569.59,344.5
S5_346_516_V2,196,478770.17,6772573.171,357.666,4.7,5.4,90,46.241,0.229,13.2,1.5,478770.17,6772573.17,344.5
S5_346_516_V2,197,478767.125,6772576.496,357.672,4.7,5.4,90,46.241,0.229,13.2,1.5,478767.125,6772576.5,344.5
S5_346_516_V2,198,478762.831,6772579.732,357.756,4.7,5.4,90,46.241,0.229,13.3,1.5,478762.831,6772579.73,344.5
S5_346_516_V2,199,478759.216,6772584.364,357.89,4.7,5.4,90,46.241,0.229,13.4,1.5,478759.216,6772584.36,344.5
S5_346_516_V2,200,478755.483,6772588.267,357.935,4.7,5.4,90,46.241,0.229,13.4,1.5,478755.483,6772588.27,344.5
S5_346_516_V2,201,478755.226,6772591.236,357.934,4.7,5.4,75,285,0.229,13.9,1.5,478751.749,6772592.17,344.5
S5_346_516_V2,202,478753.705,6772586.033,357.96,4.7,5.4,75,285,0.229,13.9,1.5,478750.221,6772586.97,344.5
S5_346_516_V2,203,478753.924,6772582.963,357.918,4.7,5.4,90,46.241,0.229,13.4,1.5,478753.924,6772582.96,344.5
S5_346_516_V2,204,478757.736,6772578.934,357.799,4.7,5.4,90,46.241,0.229,13.3,1.5,478757.736,6772578.93,344.5
S5_346_516_V2,205,478761.519,6772575.159,357.676,4.7,5.4,90,46.241,0.229,13.2,1.5,478761.519,6772575.16,344.5
S5_346_516_V2,206,478765.161,6772571.366,357.671,4.7,5.4,90,46.241,0.229,13.2,1.5,478765.161,6772571.37,344.5
S5_346_516_V2,207,478768.895,6772567.466,357.736,4.7,5.4,90,46.241,0.229,13.2,1.5,478768.895,6772567.47,344.5
S5_346_516_V2,208,478772.63,6772563.565,357.758,4.7,5.4,90,46.241,0.229,13.3,1.5,478772.63,6772563.57,344.5
S5_346_516_V2,209,478776.848,6772558.437,357.826,4.7,5.4,90,51.869,0.229,13.3,1.5,478776.848,6772558.44,344.5
S5_346_516_V2,210,478780.182,6772554.189,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478780.182,6772554.19,344.5
S5_346_516_V2,211,478783.516,6772549.941,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478783.516,6772549.94,344.5
S5_346_516_V2,212,478786.851,6772545.694,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478786.851,6772545.69,344.5
S5_346_516_V2,213,478790.185,6772541.446,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478790.185,6772541.45,344.5
S5_346_516_V2,214,478793.519,6772537.199,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478793.519,6772537.2,344.5
S5_346_516_V2,215,478796.632,6772533.108,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478796.632,6772533.11,344.5
S5_346_516_V2,216,478801.067,6772534.136,357.859,4.7,5.4,90,110,0.229,13.4,1.5,478801.067,6772534.14,344.5
S5_346_516_V2,217,478798.72,6772529.208,357.872,4.7,5.4,90,110,0.229,13.4,1.5,478798.72,6772529.21,344.5
S5_346_516_V2,218,478794.544,6772528.088,357.983,4.7,5.4,90,51.869,0.229,13.5,1.5,478794.544,6772528.09,344.5
S5_346_516_V2,219,478791.489,6772532.173,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478791.489,6772532.17,344.5
S5_346_516_V2,220,478788.155,6772536.42,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478788.155,6772536.42,344.5
S5_346_516_V2,221,478784.821,6772540.668,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478784.821,6772540.67,344.5
S5_346_516_V2,222,478781.487,6772544.916,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478781.487,6772544.92,344.5
S5_346_516_V2,223,478778.152,6772549.163,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478778.152,6772549.16,344.5
S5_346_516_V2,224,478774.818,6772553.411,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478774.818,6772553.41,344.5
S5_346_516_V2,225,478771.484,6772557.658,358,4.7,5.4,90,51.869,0.229,13.5,1.5,478771.484,6772557.66,344.5
S5_346_516_V2,226,478767.368,6772562.265,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478767.368,6772562.26,344.5
S5_346_516_V2,227,478763.633,6772566.165,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478763.633,6772566.17,344.5
S5_346_516_V2,228,478759.899,6772570.065,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478759.899,6772570.07,344.5
S5_346_516_V2,229,478756.164,6772573.966,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478756.164,6772573.97,344.5
S5_346_516_V2,230,478752.429,6772577.866,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478752.429,6772577.87,344.5
S5_346_516_V2,231,478752.188,6772580.83,358,4.7,5.4,75,285,0.229,14,1.5,478748.694,6772581.77,344.5
S5_346_516_V2,232,478750.661,6772575.629,358,4.7,5.4,75,285,0.229,14,1.5,478747.167,6772576.57,344.5
S5_346_516_V2,233,478750.902,6772572.665,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478750.902,6772572.67,344.5
S5_346_516_V2,234,478754.637,6772568.765,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478754.637,6772568.76,344.5
S5_346_516_V2,235,478758.371,6772564.865,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478758.371,6772564.86,344.5
S5_346_516_V2,236,478762.106,6772560.964,358,4.7,5.4,90,46.241,0.229,13.5,1.5,478762.106,6772560.96,344.5
S5_346_516_V2,237,478765.841,6772557.064,357.995,4.7,5.4,90,46.241,0.229,13.5,1.5,478765.841,6772557.06,344.5
S5_346_516_V2,238,478769.454,6772552.633,358.036,4.7,5.4,90,51.869,0.229,13.5,1.5,478769.454,6772552.63,344.5
S5_346_516_V2,239,478772.788,6772548.385,358.108,4.7,5.4,90,51.869,0.229,13.6,1.5,478772.788,6772548.38,344.5
S5_346_516_V2,240,478776.122,6772544.137,358.008,4.7,5.4,90,51.869,0.229,13.5,1.5,478776.122,6772544.14,344.5
S5_346_516_V2,241,478779.457,6772539.89,357.934,4.7,5.4,90,51.869,0.229,13.4,1.5,478779.457,6772539.89,344.5
S5_346_516_V2,242,478782.791,6772535.642,357.884,4.7,5.4,90,51.869,0.229,13.4,1.5,478782.791,6772535.64,344.5
S5_346_516_V2,243,478786.125,6772531.394,357.843,4.7,5.4,90,51.869,0.229,13.3,1.5,478786.125,6772531.39,344.5
S5_346_516_V2,244,478789.46,6772527.147,357.923,4.7,5.4,90,51.869,0.229,13.4,1.5,478789.46,6772527.15,344.5
S5_346_516_V2,245,478792.48,6772523.225,357.939,4.7,5.4,90,51.869,0.229,13.4,1.5,478792.48,6772523.23,344.5
S5_346_516_V2,246,478796.776,6772524.477,357.828,4.7,5.4,90,110,0.229,13.3,1.5,478796.776,6772524.48,344.5
S5_346_516_V2,247,478794.768,6772519.469,357.869,4.7,5.4,90,110,0.229,13.4,1.5,478794.768,6772519.47,344.5
S5_346_516_V2,248,478790.333,6772518.218,357.834,4.7,5.4,90,51.869,0.229,13.3,1.5,478790.333,6772518.22,344.5
S5_346_516_V2,249,478787.43,6772522.121,357.825,4.7,5.4,90,51.869,0.229,13.3,1.5,478787.43,6772522.12,344.5
S5_346_516_V2,250,478784.095,6772526.369,357.873,4.7,5.4,90,51.869,0.229,13.4,1.5,478784.095,6772526.37,344.5
S5_346_516_V2,251,478780.761,6772530.616,357.912,4.7,5.4,90,51.869,0.229,13.4,1.5,478780.761,6772530.62,344.5
S5_346_516_V2,252,478777.427,6772534.864,357.887,4.7,5.4,90,51.869,0.229,13.4,1.5,478777.427,6772534.86,344.5
S5_346_516_V2,253,478774.093,6772539.111,357.903,4.7,5.4,90,51.869,0.229,13.4,1.5,478774.093,6772539.11,344.5
S5_346_516_V2,254,478770.758,6772543.359,358.063,4.7,5.4,90,51.869,0.229,13.6,1.5,478770.758,6772543.36,344.5
S5_346_516_V2,255,478767.424,6772547.607,358.106,4.7,5.4,90,51.869,0.229,13.6,1.5,478767.424,6772547.61,344.5
S5_346_516_V2,256,478763.921,6772551.703,358.02,4.7,5.4,90,51.869,0.229,13.5,1.5,478763.921,6772551.7,344.5
S5_346_516_V2,257,478760.467,6772555.759,358.133,4.7,5.4,90,51.869,0.229,13.6,1.5,478760.467,6772555.76,344.5
S5_346_516_V2,258,478756.844,6772559.664,357.814,4.7,5.4,90,46.241,0.229,13.3,1.5,478756.844,6772559.66,344.5
S5_346_516_V2,259,478753.109,6772563.564,357.751,4.7,5.4,90,46.241,0.229,13.3,1.5,478753.109,6772563.56,344.5
S5_346_516_V2,260,478749.374,6772567.464,357.741,4.7,5.4,90,46.241,0.229,13.2,1.5,478749.374,6772567.46,344.5
S5_346_516_V2,261,478747.362,6772570.902,357.685,4.7,5.4,90,285,0.229,13.2,1.5,478747.362,6772570.9,344.5
S5_346_516_V2,262,478745.564,6772566.721,357.845,4.7,5.4,90,285,0.229,13.3,1.5,478745.564,6772566.72,344.5
S5_346_516_V2,263,478748.01,6772562.921,357.906,4.7,5.4,90,46.241,0.229,13.4,1.5,478748.01,6772562.92,344.5
S5_346_516_V2,264,478751.739,6772558.889,357.949,4.7,5.4,90,46.241,0.229,13.4,1.5,478751.739,6772558.89,344.5
S5_346_516_V2,265,478755.248,6772555.049,358.341,4.7,5.4,90,46.241,0.229,13.8,1.5,478755.248,6772555.05,344.5
S5_346_516_V2,266,478758.688,6772550.646,358.224,4.7,5.4,90,51.869,0.229,13.7,1.5,478758.688,6772550.65,344.5
S5_346_516_V2,267,478762.134,6772547.146,358.05,4.7,5.4,90,51.869,0.229,13.5,1.5,478762.134,6772547.15,344.5
S5_346_516_V2,268,478765.599,6772543.11,358.054,4.7,5.4,90,51.869,0.229,13.6,1.5,478765.599,6772543.11,344.5
S5_346_516_V2,269,478768.96,6772538.923,357.965,4.7,5.4,90,51.869,0.229,13.5,1.5,478768.96,6772538.92,344.5
S5_346_516_V2,270,478772.317,6772534.684,357.827,4.7,5.4,90,51.869,0.229,13.3,1.5,478772.317,6772534.68,344.5
S5_346_516_V2,271,478775.677,6772530.509,357.851,4.7,5.4,90,51.869,0.229,13.4,1.5,478775.677,6772530.51,344.5
S5_346_516_V2,272,478779.031,6772526.36,357.856,4.7,5.4,90,51.869,0.229,13.4,1.5,478779.031,6772526.36,344.5
S5_346_516_V2,273,478782.397,6772522.177,357.793,4.7,5.4,90,51.869,0.229,13.3,1.5,478782.397,6772522.18,344.5
S5_346_516_V2,274,478785.767,6772517.95,357.756,4.7,5.4,90,51.869,0.229,13.3,1.5,478785.767,6772517.95,344.5
S5_346_516_V2,275,478788.12,6772513.038,357.761,4.7,5.4,90,51.869,0.229,13.3,1.5,478788.12,6772513.04,344.5
S5_346_516_V2,276,478792.358,6772514.17,357.732,4.7,5.4,90,110,0.229,13.2,1.5,478792.358,6772514.17,344.5
S5_346_516_V2,277,478790.472,6772509.45,357.746,4.7,5.4,90,110,0.229,13.2,1.5,478790.472,6772509.45,344.5
S5_346_516_V2,278,478786.165,6772509.697,357.801,4.7,5.4,90,51.869,0.229,13.3,1.5,478786.165,6772509.7,344.5
S5_346_516_V2,279,478783.698,6772514.183,357.763,4.7,5.4,90,51.869,0.229,13.3,1.5,478783.698,6772514.18,344.5
S5_346_516_V2,280,478780.709,6772517.909,357.787,4.7,5.4,90,51.869,0.229,13.3,1.5,478780.709,6772517.91,344.5
S5_346_516_V2,281,478777.312,6772522.054,357.759,4.7,5.4,90,51.869,0.229,13.3,1.5,478777.312,6772522.05,344.5
S5_346_516_V2,282,478773.936,6772526.199,357.73,4.7,5.4,90,51.869,0.229,13.2,1.5,478773.936,6772526.2,344.5
S5_346_516_V2,283,478770.566,6772530.333,357.754,4.7,5.4,90,51.869,0.229,13.3,1.5,478770.566,6772530.33,344.5
S5_346_516_V2,284,478767.155,6772534.47,357.826,4.7,5.4,90,51.869,0.229,13.3,1.5,478767.155,6772534.47,344.5
S5_346_516_V2,285,478763.796,6772538.592,357.977,4.7,5.4,90,51.869,0.229,13.5,1.5,478763.796,6772538.59,344.5
S5_346_516_V2,286,478760.355,6772542.583,358.059,4.7,5.4,90,51.869,0.229,13.6,1.5,478760.355,6772542.58,344.5
S5_346_516_V2,287,478756.72,6772545.715,358.013,4.7,5.4,90,51.869,0.229,13.5,1.5,478756.72,6772545.71,344.5
S5_346_516_V2,288,478746.686,6772558.296,357.907,4.7,5.4,90,46.241,0.229,13.4,1.5,478746.686,6772558.3,344.5
S5_346_516_V2,289,478744.119,6772562.89,357.842,4.7,5.4,90,285,0.229,13.3,1.5,478744.119,6772562.89,344.5
S5_346_516_V2,290,478742.646,6772558.322,357.871,4.7,5.4,90,285,0.229,13.4,1.5,478742.646,6772558.32,344.5
S5_346_516_V2,291,478754.43,6772543.324,357.964,4.7,5.4,75,229,0.229,13.9,1.5,478751.708,6772540.96,344.5
S5_346_516_V2,292,478756.466,6772542.039,358.014,4.7,5.4,90,51.869,0.229,13.5,1.5,478756.466,6772542.04,344.5
S5_346_516_V2,293,478757.013,6772539.927,357.999,4.7,5.4,75,229,0.229,14,1.5,478754.283,6772537.55,344.5
S5_346_516_V2,294,478758.651,6772538.289,357.97,4.7,5.4,90,51.869,0.229,13.5,1.5,478758.651,6772538.29,344.5
S5_346_516_V2,295,478760.368,6772536.034,357.934,4.7,5.4,75,229,0.229,13.9,1.5,478757.651,6772533.67,344.5
S5_346_516_V2,296,478762.042,6772534.211,357.905,4.7,5.4,90,51.869,0.229,13.4,1.5,478762.042,6772534.21,344.5
S5_346_516_V2,297,478763.702,6772532.015,357.863,4.7,5.4,75,229,0.229,13.8,1.5,478761,6772529.67,344.5
S5_346_516_V2,298,478765.393,6772530.03,357.784,4.7,5.4,90,51.869,0.229,13.3,1.5,478765.393,6772530.03,344.5
S5_346_516_V2,299,478767.618,6772528.438,357.735,4.7,5.4,75,229,0.229,13.7,1.5,478764.942,6772526.11,344.5
S5_346_516_V2,300,478769.526,6772526.029,357.741,4.7,5.4,90,51.869,0.229,13.2,1.5,478769.526,6772526.03,344.5
S5_346_516_V2,301,478771.463,6772523.292,357.762,4.7,5.4,75,229,0.229,13.7,1.5,478768.781,6772520.96,344.5
S5_346_516_V2,302,478773.227,6772521.153,357.813,4.7,5.4,90,51.869,0.229,13.3,1.5,478773.227,6772521.15,344.5
S5_346_516_V2,303,478774.618,6772518.665,357.835,4.7,5.4,75,229,0.229,13.8,1.5,478771.921,6772516.32,344.5
S5_346_516_V2,304,478776.496,6772516.85,357.85,4.7,5.4,90,51.869,0.229,13.3,1.5,478776.496,6772516.85,344.5
S5_346_516_V2,305,478778.476,6772515.027,357.885,4.7,5.4,75,229,0.229,13.9,1.5,478775.769,6772512.67,344.5
S5_346_516_V2,306,478780.551,6772513.25,357.846,4.7,5.4,90,51.869,0.229,13.3,1.5,478780.551,6772513.25,344.5
S5_346_516_V2,307,478781.526,6772510.449,357.795,4.7,5.4,75,229,0.229,13.8,1.5,478778.837,6772508.11,344.5
S5_346_516_V2,308,478783.53,6772507.901,357.831,4.7,5.4,90,51.869,0.229,13.3,1.5,478783.53,6772507.9,344.5
S5_346_516_V2,309,478785.582,6772505.825,357.811,4.7,5.4,75,229,0.229,13.8,1.5,478782.891,6772503.48,344.5
S5_346_516_V2,310,478788.034,6772505.607,357.839,4.7,5.4,90,149,0.229,13.3,1.5,478788.034,6772505.61,344.5
